synset,basicness
obiter_dictum.n.02,0.5294117647058824
experience.n.02,0.5454545454545454
hosanna.n.01,0.5384615384615384
deposition.n.01,0.5454545454545454
looseness.n.05,0.5384615384615384
end.n.11,0.5294117647058824
money.n.01,0.5384615384615384
administrator.n.01,0.5384615384615384
model_t.n.01,0.5217391304347826
procedure.n.01,0.5384615384615384
margin.n.05,0.5294117647058824
infantry.n.01,0.5294117647058824
store.n.02,0.5217391304347826
particular.n.01,0.5384615384615384
price.n.02,0.5333333333333333
paratroops.n.01,0.5263157894736843
sanguinity.n.01,0.5333333333333333
meritocracy.n.01,0.5454545454545454
conjunction.n.05,0.5333333333333333
education.n.01,0.5384615384615384
bilge.n.02,0.5238095238095238
chancellor.n.03,0.5294117647058824
music.n.01,0.5555555555555556
meter.n.03,0.5294117647058824
associateship.n.01,0.5294117647058824
behalf.n.01,0.5238095238095238
protocol.n.03,0.5333333333333333
cry.n.01,0.5454545454545454
painting.n.01,0.5294117647058824
couple.n.04,0.5294117647058824
flower.n.03,0.5454545454545454
designation.n.03,0.5333333333333333
cutaneous_sensation.n.01,0.5294117647058824
support.n.06,0.5384615384615384
fork.n.03,0.5333333333333333
motion.n.03,0.5333333333333333
thing.n.04,0.5454545454545454
ground.n.05,0.5384615384615384
athenaeum.n.01,0.5333333333333333
juggernaut.n.01,0.5555555555555556
office.n.04,0.5555555555555556
work_force.n.01,0.5384615384615384
exemplar.n.01,0.5333333333333333
holy_year.n.01,0.5384615384615384
numeral.n.01,0.5454545454545454
brownie.n.01,0.5294117647058824
shrillness.n.01,0.5384615384615384
mire.n.01,0.5384615384615384
hypothesis.n.02,0.5333333333333333
arboriculture.n.01,0.5384615384615384
sea-duty.n.01,0.5263157894736843
peak.n.04,0.5384615384615384
police.n.01,0.5384615384615384
heading.n.01,0.5294117647058824
earth.n.02,0.5454545454545454
thelarche.n.01,0.5333333333333333
feeling.n.06,0.5333333333333333
source.n.03,0.5333333333333333
manipulation.n.01,0.5333333333333333
toleration.n.02,0.55
puppetry.n.01,0.5333333333333333
condition.n.01,0.5555555555555556
water.n.01,0.6428571428571428
scene.n.04,0.5294117647058824
time.n.03,0.5454545454545454
human_body.n.01,0.5384615384615384
country.n.02,0.5333333333333333
palestra.n.01,0.5294117647058824
promise.n.02,0.5333333333333333
quality.n.03,0.5294117647058824
report.n.01,0.5384615384615384
hermitage.n.01,0.5294117647058824
title.n.01,0.5263157894736843
street.n.01,0.5294117647058824
value.n.01,0.5263157894736843
table.n.01,0.5454545454545454
plot.n.01,0.5263157894736843
eye.n.01,0.5333333333333333
field.n.01,0.5333333333333333
examination.n.02,0.5384615384615384
mind_game.n.02,0.5294117647058824
step.n.03,0.5263157894736843
habit.n.02,0.5294117647058824
activity.n.01,0.5454545454545454
thousand.n.01,0.5333333333333333
brass_monkey.n.01,0.5263157894736843
use.n.01,0.5384615384615384
lighter.n.02,0.5333333333333333
head.n.04,0.5454545454545454
soubrette.n.02,0.5238095238095238
kind.n.01,0.5294117647058824
justification.n.01,0.5384615384615384
early-morning_hour.n.01,0.5263157894736843
calendar.n.03,0.5384615384615384
calligraphy.n.01,0.5384615384615384
change.n.01,0.5454545454545454
magazine.n.03,0.5263157894736843
spinal_column.n.01,0.5333333333333333
need.n.01,0.5454545454545454
face.n.01,0.5384615384615384
reputation.n.03,0.5333333333333333
activeness.n.02,0.5555555555555556
determination.n.02,0.5454545454545454
spaghetti_western.n.01,0.55
natural_process.n.01,0.5714285714285714
qing.n.01,0.5263157894736843
art_class.n.01,0.5294117647058824
military_unit.n.01,0.5384615384615384
ruse.n.01,0.5238095238095238
colonizer.n.01,0.5333333333333333
bell_gable.n.01,0.5263157894736843
place.n.10,0.5384615384615384
voice.n.01,0.5384615384615384
jocosity.n.01,0.5384615384615384
interest.n.03,0.5454545454545454
land.n.02,0.5714285714285714
calendar_month.n.01,0.5454545454545454
cross_section.n.03,0.5555555555555556
union_shop.n.01,0.5333333333333333
hairy_tongue.n.01,0.5263157894736843
libidinal_energy.n.01,0.5454545454545454
answer.n.01,0.5454545454545454
velleity.n.01,0.5333333333333333
club.n.02,0.5384615384615384
whole.n.02,0.5714285714285714
spirit.n.04,0.5333333333333333
attention.n.01,0.5384615384615384
swiss.n.01,0.5454545454545454
region.n.01,0.5555555555555556
godhead.n.01,0.5294117647058824
can.n.01,0.5333333333333333
assay.n.03,0.5333333333333333
space.n.07,0.5333333333333333
judge.n.01,0.5454545454545454
crest.n.05,0.5384615384615384
contribution.n.01,0.5333333333333333
secondo.n.01,0.5333333333333333
contractor.n.02,0.5294117647058824
wish.n.01,0.5384615384615384
ally.n.02,0.5384615384615384
pinpoint.n.01,0.5454545454545454
workshop.n.02,0.5294117647058824
side_yard.n.01,0.5263157894736843
grave.n.01,0.5384615384615384
southwest_by_west.n.01,0.5384615384615384
multitudinousness.n.01,0.5294117647058824
church.n.01,0.5333333333333333
post.n.01,0.5384615384615384
detail.n.01,0.5384615384615384
workplace.n.01,0.5384615384615384
bridge_player.n.01,0.5333333333333333
kernel.n.03,0.5454545454545454
white.n.11,0.5263157894736843
illustration.n.01,0.5454545454545454
vibration.n.04,0.5454545454545454
anapest.n.01,0.5238095238095238
opportunity.n.01,0.5384615384615384
meteortropism.n.01,0.5333333333333333
rest.n.02,0.5384615384615384
bridgehead.n.02,0.5333333333333333
island.n.01,0.5555555555555556
ship's_company.n.01,0.5294117647058824
dance_step.n.01,0.5263157894736843
writer.n.01,0.5454545454545454
promptness.n.01,0.5333333333333333
domain.n.02,0.5454545454545454
buddy.n.01,0.5454545454545454
care.n.01,0.5333333333333333
instruction.n.04,0.5333333333333333
continental_shelf.n.01,0.5333333333333333
character.n.04,0.5294117647058824
hearing.n.05,0.5294117647058824
back.n.08,0.5294117647058824
trip.n.06,0.5238095238095238
recording_studio.n.01,0.5294117647058824
person.n.02,0.5333333333333333
koinonia.n.01,0.5333333333333333
undertone.n.02,0.5333333333333333
principal.n.02,0.5333333333333333
conclusion.n.08,0.5384615384615384
action.n.02,0.5555555555555556
hired_hand.n.01,0.5294117647058824
viewgraph.n.01,0.5263157894736843
play.n.06,0.5333333333333333
house.n.05,0.5333333333333333
mull.n.01,0.5384615384615384
prodigy.n.03,0.5294117647058824
beginning.n.02,0.5555555555555556
breeze.n.01,0.5263157894736843
rubicon.n.02,0.5263157894736843
set.n.05,0.5555555555555556
oeuvre.n.01,0.5294117647058824
snap.n.02,0.5333333333333333
cocktail_lounge.n.01,0.5263157894736843
autolysis.n.01,0.5384615384615384
body.n.02,0.5555555555555556
terror.n.03,0.5333333333333333
moment.n.01,0.5555555555555556
diminution.n.02,0.5294117647058824
trestle.n.02,0.5263157894736843
situation.n.02,0.5454545454545454
subsidization.n.01,0.5333333333333333
provision.n.04,0.52
lateral_thinking.n.01,0.5263157894736843
intrigue.n.01,0.5238095238095238
talk.n.01,0.5384615384615384
way.n.06,0.5454545454545454
gibson_girl.n.01,0.5333333333333333
family.n.08,0.5384615384615384
millenary.n.03,0.5294117647058824
desensitization_technique.n.01,0.5185185185185186
natural_order.n.01,0.5384615384615384
radiator_cap.n.01,0.5294117647058824
affine.n.01,0.5384615384615384
number.n.01,0.5384615384615384
man.n.10,0.5294117647058824
wiggliness.n.01,0.5333333333333333
principle.n.01,0.5333333333333333
striving.n.01,0.5333333333333333
share.n.01,0.5454545454545454
promontory.n.01,0.5454545454545454
picture.n.01,0.5333333333333333
reading.n.03,0.5384615384615384
sanctimoniousness.n.01,0.5238095238095238
chalcedony.n.01,0.5333333333333333
stopcock.n.01,0.5217391304347826
backpacker.n.01,0.5333333333333333
